InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
755915,60907,WOODEN PICTURE FRAME WHITE FINISH ,2,"Dec 02, 2011",48.47,10723.0,Spain
430810,35511,LUNCH BAG RED RETROSPOT,1,2011-05-08 00:00:00,22.55,13106.0,EIRE
790200,62335,  ASSORTED COLOUR BIRD ORNAMENT ,4,05-08-2011,8.34,17604.0,Portugal
745687,14522, WHITE HANGING HEART T-LIGHT HOLDER ,2,"Oct 28, 2011",25.35,17421.0,United Kingdom
635580,34789, SCENTED CANDLE GIFT PACK,4,01-08-2011,2.93,12612.0,United Kingdom
944326,55891,  CERAMIC TEA POT FLORAL,3,2012-10-27 00:00:00,9.46,13585.0,United Kingdom
872718,79057,  LUNCH BAG RED RETROSPOT ,1,2011-02-16 00:00:00,9.57,11732.0,United Kingdom
175839,84289, WHITE HANGING HEART T-LIGHT HOLDER ,1,"Aug 21, 2011",5.66,13938.0,United Kingdom
708434,52719,  BIRTHDAY CARD VINTAGE DESIGN ,5,2011-12-20 00:00:00,6.82,15678.0,Netherlands
145591,91165, SET OF 3 CAKE TINS PANTRY DESIGN ,1,2012-04-01 00:00:00,8.7,11874.0,France
195310,50728, PACK OF 72 RETROSPOT CAKE CASES ,2,11-08-2011,27.34,16087.0,United Kingdom
110236,91844, PLANT POTS GARDEN SET,1,2012-05-20 00:00:00,12.43,16110.0,United Kingdom
905589,45247, RETRO COFFEE MUG SET ,7,09-17-2012,21.8,14461.0,United Kingdom
568484,31859, WHITE HANGING HEART T-LIGHT HOLDER ,2,"May 22, 2012",8.13,11491.0,United Kingdom
861447,79951, BIRTHDAY CARD VINTAGE DESIGN,1,07/11/2012,10.02,19605.0,France
316897,35906,  PARTY BUNTING,2,08-10-2012,13.31,19781.0,United Kingdom
992055,49909,  PLANT POTS GARDEN SET,7,"Mar 18, 2011",5.73,18267.0,United Kingdom
595288,76084, SET OF 3 CAKE TINS PANTRY DESIGN ,2,"Jan 20, 2011",8.32,10807.0,United Kingdom
608524,42746,  SCENTED CANDLE GIFT PACK,5,"Apr 07, 2012",5.09,19276.0,United Kingdom
781132,47117,  PARTY BUNTING,4,07-20-2012,7.22,14948.0,United Kingdom
543697,21885,PLANT POTS GARDEN SET ,-5,"Aug 16, 2011",17.18,,United Kingdom
921485,37738,PARTY BUNTING,4,03-17-2011,13.12,,United Kingdom
613520,37326, REGENCY CAKESTAND 3 TIER ,7,2011-09-20 00:00:00,14.82,13886.0,United Kingdom
511512,30860,  VINTAGE SNAKES & LADDERS,2,03/02/2012,7.05,17054.0,United Kingdom
886960,40340,RETRO COFFEE MUG SET,4,29-06-2011,20.48,,Germany
C992743,38981,  JUMBO BAG RED RETROSPOT,4,2011-07-11 00:00:00,2.76,,United Kingdom
204405,91909, HOME DECOR LIGHT STRING,6,02-16-2011,5.65,12489.0,Spain
C592646,80246,  VINTAGE SNAKES & LADDERS,14,2011-01-26 00:00:00,10.66,,United Kingdom
941847,33088,VINTAGE SNAKES & LADDERS,3,03/07/2012,12.25,17747.0,United Kingdom
464709,45764, SCENTED CANDLE GIFT PACK,5,07/12/2011,5.89,,Portugal
C667660,87755,CERAMIC TEA POT FLORAL,7,"Feb 08, 2011",9.52,12925.0,United Kingdom
206147,52348,  RETRO COFFEE MUG SET ,1,2011-10-01 00:00:00,10.47,15856.0,United Kingdom
213606,80949,  ASSORTED COLOUR BIRD ORNAMENT ,2,"Aug 15, 2012",11.22,,Spain
513166,19953,  VINTAGE SNAKES & LADDERS ,-1,21/07/2011,2.16,15258.0,United Kingdom
227337,10183,  VINTAGE SNAKES & LADDERS,5,23-09-2011,4.66,12532.0,United Kingdom
393313,41351,  SCENTED CANDLE GIFT PACK ,12,11-19-2012,7.34,13246.0,Belgium
219107,60697,RETRO COFFEE MUG SET,7,15-01-2011,33.03,19377.0,United Kingdom
110360,97995,PACK OF 72 RETROSPOT CAKE CASES ,6,"Aug 28, 2012",10.56,16310.0,Norway
196950,99244,BIRTHDAY CARD VINTAGE DESIGN ,3,26-08-2012,7.38,13982.0,United Kingdom
127472,29336,  RETRO COFFEE MUG SET,1,"Jan 01, 2012",15.32,15611.0,United Kingdom
212035,13936, BIRTHDAY CARD VINTAGE DESIGN ,1,30-07-2011,6.99,17756.0,United Kingdom
242012,78315,WOODEN PICTURE FRAME WHITE FINISH ,2,2011-03-09 00:00:00,11.08,,Germany
110204,32695,  ASSORTED COLOUR BIRD ORNAMENT,-4,07-03-2012,4.5,,United Kingdom
989566,66878,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-02-22 00:00:00,17.9,11546.0,United Kingdom
849037,95470, SCENTED CANDLE GIFT PACK,3,2012-08-01 00:00:00,5.02,17492.0,EIRE
983706,94117, CERAMIC TEA POT FLORAL,-4,10/04/2012,29.6,14249.0,France
441701,69220,  HOME DECOR LIGHT STRING ,3,"Sep 03, 2011",4.95,11637.0,United Kingdom
375375,63233, JUMBO BAG RED RETROSPOT ,7,01-12-2010,6.81,,EIRE
624436,49008,  CERAMIC TEA POT FLORAL ,5,03/07/2011,10.35,19112.0,Portugal
452559,46679,VINTAGE SNAKES & LADDERS,6,2012-08-23 00:00:00,15.05,15388.0,United Kingdom
362530,72151, PACK OF 72 RETROSPOT CAKE CASES ,6,29-04-2012,4.4,18333.0,United Kingdom
830806,16967, BIRTHDAY CARD VINTAGE DESIGN,7,05-26-2011,8.49,10638.0,Germany
464069,50663,VINTAGE SNAKES & LADDERS ,-2,03-03-2012,3.48,11909.0,United Kingdom
513841,32388,  SCENTED CANDLE GIFT PACK ,3,05/02/2012,5.66,10709.0,United Kingdom
147367,63533,WOODEN PICTURE FRAME WHITE FINISH ,4,31-10-2011,24.96,,United Kingdom
734388,57289,SCENTED CANDLE GIFT PACK ,6,01-27-2011,5.54,12934.0,United Kingdom
118807,12246,CERAMIC TEA POT FLORAL,1,15-04-2012,4.42,13978.0,United Kingdom
316915,47193,  CERAMIC TEA POT FLORAL ,3,09-28-2011,12.5,12437.0,United Kingdom
331749,97063, WHITE HANGING HEART T-LIGHT HOLDER,1,10-11-2012,13.07,17105.0,United Kingdom
165439,30471,LUNCH BAG RED RETROSPOT,-8,12-23-2011,8.2,,Germany
260014,60668,VINTAGE SNAKES & LADDERS ,1,2012-01-24 00:00:00,13.13,15417.0,United Kingdom
999993,72497,  SCENTED CANDLE GIFT PACK,10,"Mar 25, 2011",8.59,,Germany
129092,37086,VINTAGE SNAKES & LADDERS ,1,2012-08-29 00:00:00,5.61,18126.0,United Kingdom
C985733,20866,  REGENCY CAKESTAND 3 TIER ,5,"Jun 13, 2012",5.07,19169.0,United Kingdom
472949,25828,BIRTHDAY CARD VINTAGE DESIGN,-2,06-07-2011,9.14,12925.0,United Kingdom
649666,38702, PACK OF 72 RETROSPOT CAKE CASES,2,09-03-2012,4.25,11463.0,United Kingdom
452053,43166, WOODEN PICTURE FRAME WHITE FINISH,-3,27-12-2011,13.02,15575.0,United Kingdom
C671025,53436, HOME DECOR LIGHT STRING ,8,28/11/2012,9.32,10799.0,United Kingdom
995043,62196,PLANT POTS GARDEN SET,-4,03-04-2011,14.71,16643.0,United Kingdom
112879,48533,LUNCH BAG RED RETROSPOT,1,"Mar 19, 2012",5.85,,United Kingdom
444087,92055,REGENCY CAKESTAND 3 TIER,4,"Apr 30, 2012",13.87,14167.0,Germany
124815,70582,  VINTAGE SNAKES & LADDERS,-2,"Jul 23, 2012",9.04,16010.0,United Kingdom
985621,36714,PACK OF 72 RETROSPOT CAKE CASES,3,07/05/2011,8.05,15217.0,United Kingdom
380407,16734,  CERAMIC TEA POT FLORAL,10,"Oct 23, 2011",8.22,18680.0,United Kingdom
299176,17425,JUMBO BAG RED RETROSPOT ,3,"Jul 18, 2011",9.1,10878.0,United Kingdom
398845,84292, VINTAGE SNAKES & LADDERS ,-9,11-05-2011,5.57,14026.0,Germany
495797,68046,WHITE HANGING HEART T-LIGHT HOLDER,2,2012-11-27 00:00:00,9.59,15254.0,United Kingdom
257029,96900,  RETRO COFFEE MUG SET,1,2011-09-28 00:00:00,19.63,19509.0,United Kingdom
277129,87701,ASSORTED COLOUR BIRD ORNAMENT,11,2012-09-18 00:00:00,4.96,16751.0,United Kingdom
364418,42646,  VINTAGE SNAKES & LADDERS ,6,2011-09-02 00:00:00,5.57,17692.0,France
277946,88860,  SET OF 3 CAKE TINS PANTRY DESIGN ,4,07/04/2012,5.36,12647.0,United Kingdom
908036,64462,  VINTAGE SNAKES & LADDERS ,6,20-05-2012,2.66,,Germany
435076,21564, CERAMIC TEA POT FLORAL ,3,"Mar 11, 2012",5.74,16870.0,United Kingdom
802858,25764, ASSORTED COLOUR BIRD ORNAMENT,5,30-09-2012,13.47,,United Kingdom
812392,66144, WHITE HANGING HEART T-LIGHT HOLDER,2,12-31-2011,10.87,15190.0,United Kingdom
816549,71040, PACK OF 72 RETROSPOT CAKE CASES,3,23/03/2011,3.91,12696.0,EIRE
855110,90946,  JUMBO BAG RED RETROSPOT,5,2010-12-17 00:00:00,3.71,,United Kingdom
405019,85569, PACK OF 72 RETROSPOT CAKE CASES ,1,"Nov 13, 2012",14.26,13470.0,United Kingdom
244526,90107,  BIRTHDAY CARD VINTAGE DESIGN ,-7,2012-08-05 00:00:00,7.95,14532.0,United Kingdom
763582,48493,  SCENTED CANDLE GIFT PACK ,7,04-06-2011,5.26,,United Kingdom
957617,15700,  ASSORTED COLOUR BIRD ORNAMENT ,3,02-15-2012,6.78,14545.0,United Kingdom
284286,61042,  SCENTED CANDLE GIFT PACK,5,2011-07-27 00:00:00,9.56,18339.0,Spain
223225,46230, JUMBO BAG RED RETROSPOT ,4,31-10-2012,8.24,14087.0,Netherlands
672285,51751, SET OF 3 CAKE TINS PANTRY DESIGN ,2,12-12-2011,4.06,10881.0,United Kingdom
618993,35185,  WOODEN PICTURE FRAME WHITE FINISH ,8,28-02-2012,8.76,12295.0,United Kingdom
C209367,54400,ASSORTED COLOUR BIRD ORNAMENT ,2,20/09/2012,5.34,,United Kingdom
450639,77894, ASSORTED COLOUR BIRD ORNAMENT ,1,"Dec 13, 2010",11.8,11702.0,Portugal
920178,26087,  PARTY BUNTING,2,08-10-2011,7.55,15930.0,United Kingdom
263944,33634, ASSORTED COLOUR BIRD ORNAMENT,1,27/06/2012,6.0,18533.0,Germany
885890,66441,BIRTHDAY CARD VINTAGE DESIGN ,1,07-08-2012,8.31,10023.0,Netherlands
639618,83511,WOODEN PICTURE FRAME WHITE FINISH ,4,03-07-2012,18.64,10808.0,Germany
758299,27545,  SCENTED CANDLE GIFT PACK,1,"Jan 20, 2012",6.55,,France
840045,32650,PARTY BUNTING,1,"Aug 28, 2011",8.04,18764.0,Belgium
200591,50641,WOODEN PICTURE FRAME WHITE FINISH ,12,03-18-2012,9.85,11047.0,Germany
934212,72931,  REGENCY CAKESTAND 3 TIER ,1,2010-12-18 00:00:00,17.23,,United Kingdom
848005,78843,REGENCY CAKESTAND 3 TIER,-2,"Nov 08, 2011",4.91,12671.0,United Kingdom
765078,35710,  PACK OF 72 RETROSPOT CAKE CASES,3,01-10-2011,22.2,16707.0,United Kingdom
129086,80402,BIRTHDAY CARD VINTAGE DESIGN,2,06/04/2012,7.72,11702.0,France
169835,31881,  HOME DECOR LIGHT STRING,7,01/06/2011,8.84,18495.0,Germany
643344,19145,  WHITE HANGING HEART T-LIGHT HOLDER,7,2012-05-16 00:00:00,12.63,19611.0,United Kingdom
C230613,13712,WHITE HANGING HEART T-LIGHT HOLDER ,1,InvalidDate,7.51,13865.0,United Kingdom
C212789,93608, WOODEN PICTURE FRAME WHITE FINISH,2,08-19-2011,28.49,14881.0,United Kingdom
324793,68282, PLANT POTS GARDEN SET ,1,"Aug 17, 2012",10.89,19114.0,United Kingdom
531915,84062,LUNCH BAG RED RETROSPOT,8,05-12-2012,18.05,10165.0,Germany
153444,18486,RETRO COFFEE MUG SET,1,"Mar 09, 2011",3.45,,United Kingdom
109759,13970, SCENTED CANDLE GIFT PACK ,7,07-09-2012,13.5,19882.0,Spain
158480,83883, PLANT POTS GARDEN SET ,5,"Jul 11, 2012",9.62,15458.0,United Kingdom
275231,34022,  ASSORTED COLOUR BIRD ORNAMENT ,1,11-14-2012,3.14,,Belgium
308150,24306, WOODEN PICTURE FRAME WHITE FINISH,2,"Jul 14, 2011",9.71,18723.0,Switzerland
886460,59895,  ASSORTED COLOUR BIRD ORNAMENT,1,22/10/2012,59.42,15305.0,United Kingdom
135757,44297, LUNCH BAG RED RETROSPOT ,1,2011-04-05 00:00:00,14.88,18487.0,United Kingdom
938569,61603,  REGENCY CAKESTAND 3 TIER,2,"Dec 07, 2010",16.95,12390.0,United Kingdom
860956,38548,HOME DECOR LIGHT STRING ,1,"Apr 26, 2012",6.14,19514.0,United Kingdom
667827,66624,  CERAMIC TEA POT FLORAL,4,21/10/2012,20.31,15041.0,Portugal
671308,43542,  HOME DECOR LIGHT STRING ,28,18-08-2011,3.19,,Spain
316651,92646,LUNCH BAG RED RETROSPOT,4,14/06/2012,10.25,17279.0,United Kingdom
632669,43682, JUMBO BAG RED RETROSPOT ,-8,2012-03-04 00:00:00,9.98,16776.0,United Kingdom
651566,44984, JUMBO BAG RED RETROSPOT,2,07/04/2011,4.75,13399.0,United Kingdom
903134,37821,  BIRTHDAY CARD VINTAGE DESIGN ,4,"Apr 28, 2012",4.81,18803.0,EIRE
608670,76332,PACK OF 72 RETROSPOT CAKE CASES,2,01-01-2012,14.95,14664.0,United Kingdom
395187,27426,WOODEN PICTURE FRAME WHITE FINISH,1,09-06-2012,7.31,,United Kingdom
573050,16473, PLANT POTS GARDEN SET,11,07/07/2012,7.18,18942.0,United Kingdom
536700,39696,HOME DECOR LIGHT STRING,2,06/07/2011,2.35,11103.0,United Kingdom
723813,69220, REGENCY CAKESTAND 3 TIER,1,"May 17, 2011",10.09,,United Kingdom
378101,25846,  WHITE HANGING HEART T-LIGHT HOLDER ,2,20-12-2011,3.85,10723.0,Netherlands
379100,83352,WOODEN PICTURE FRAME WHITE FINISH,5,13-03-2011,10.03,12376.0,United Kingdom
731469,20051,JUMBO BAG RED RETROSPOT,6,07-08-2011,9.62,12303.0,United Kingdom
433887,96978,  PARTY BUNTING ,2,09/09/2011,15.5,13188.0,France
752315,37215, CERAMIC TEA POT FLORAL,7,2012-08-15 00:00:00,3.21,16960.0,United Kingdom
117669,33795,  WOODEN PICTURE FRAME WHITE FINISH ,2,16-10-2011,9.31,17958.0,United Kingdom
351227,83758,BIRTHDAY CARD VINTAGE DESIGN,3,2011-10-14 00:00:00,5.53,11076.0,United Kingdom
130653,33914,  PACK OF 72 RETROSPOT CAKE CASES,1,12-07-2010,6.57,19508.0,United Kingdom
619676,12665,  LUNCH BAG RED RETROSPOT ,2,2011-11-06 00:00:00,5.0,16696.0,United Kingdom
199599,11607,  SET OF 3 CAKE TINS PANTRY DESIGN,2,07-01-2011,5.53,13147.0,United Kingdom
627169,57387,  SCENTED CANDLE GIFT PACK,5,28-11-2012,8.33,17325.0,United Kingdom
366186,19522,PARTY BUNTING,7,29-02-2012,11.85,10754.0,United Kingdom
238595,61782,  LUNCH BAG RED RETROSPOT ,2,"Jul 17, 2011",8.43,10685.0,United Kingdom
122076,29708,  VINTAGE SNAKES & LADDERS,2,12-31-2011,5.03,15785.0,Germany
225342,94731, REGENCY CAKESTAND 3 TIER ,2,09-05-2012,5.27,12229.0,United Kingdom
448152,75296,BIRTHDAY CARD VINTAGE DESIGN ,1,"Mar 08, 2011",5.9,,United Kingdom
931460,18043, JUMBO BAG RED RETROSPOT ,1,04-25-2011,6.24,14516.0,United Kingdom
941172,37835,HOME DECOR LIGHT STRING,1,25-01-2011,5.55,,United Kingdom
279559,32061, LUNCH BAG RED RETROSPOT,3,05-15-2012,8.96,14582.0,United Kingdom
933650,34644,  CERAMIC TEA POT FLORAL ,5,"Mar 27, 2011",3.61,12581.0,Switzerland
266415,19304,PARTY BUNTING,-2,2012-01-29 00:00:00,6.69,,United Kingdom
C575881,25115, JUMBO BAG RED RETROSPOT,2,"Dec 29, 2011",14.7,11638.0,United Kingdom
914892,13956, PARTY BUNTING ,2,28/09/2011,13.97,10607.0,Germany
515976,80453, LUNCH BAG RED RETROSPOT ,1,04-01-2012,7.66,16746.0,Australia
535711,32502, VINTAGE SNAKES & LADDERS ,1,01-20-2011,3.45,15982.0,United Kingdom
286351,35912, HOME DECOR LIGHT STRING,7,27/06/2012,14.53,14420.0,United Kingdom
255146,73165,CERAMIC TEA POT FLORAL,3,09-13-2011,6.04,17537.0,United Kingdom
332911,40028,ASSORTED COLOUR BIRD ORNAMENT,1,InvalidDate,15.16,17809.0,United Kingdom
485327,63009, HOME DECOR LIGHT STRING,1,17/05/2012,7.37,,United Kingdom
800457,13449,  CERAMIC TEA POT FLORAL,13,2012-05-03 00:00:00,18.62,10248.0,Germany
880080,81301, LUNCH BAG RED RETROSPOT,-6,15-09-2011,7.8,15903.0,Japan
977676,76252,WOODEN PICTURE FRAME WHITE FINISH,3,08-12-2010,24.76,18354.0,United Kingdom
225555,30946,VINTAGE SNAKES & LADDERS ,4,04-20-2011,5.32,13163.0,United Kingdom
711650,32578, WOODEN PICTURE FRAME WHITE FINISH ,1,2012-07-23 00:00:00,4.98,13116.0,France
970139,69886, PARTY BUNTING,2,06/12/2011,11.95,16815.0,United Kingdom
487405,52185,  LUNCH BAG RED RETROSPOT,6,"Feb 23, 2012",4.7,12337.0,United Kingdom
C682296,14329, SET OF 3 CAKE TINS PANTRY DESIGN ,4,16-09-2012,27.39,17902.0,United Kingdom
544842,48233, WHITE HANGING HEART T-LIGHT HOLDER,1,25-10-2011,3.18,13394.0,Germany
504189,65013, ASSORTED COLOUR BIRD ORNAMENT,1,"Jan 20, 2011",9.46,,United Kingdom
342726,11783,SCENTED CANDLE GIFT PACK,10,"Aug 22, 2011",24.47,12122.0,United Kingdom
191288,74274,  VINTAGE SNAKES & LADDERS ,3,10/08/2011,4.66,18327.0,United Kingdom
304573,10443, HOME DECOR LIGHT STRING ,1,2011-03-11 00:00:00,23.0,11783.0,United Kingdom
209017,18699,LUNCH BAG RED RETROSPOT,6,09-08-2012,6.24,17980.0,EIRE
C456440,40416, ASSORTED COLOUR BIRD ORNAMENT,2,2011-09-19 00:00:00,7.27,,United Kingdom
604840,44189,VINTAGE SNAKES & LADDERS ,1,12-12-2011,10.4,10901.0,Switzerland
445992,73238, LUNCH BAG RED RETROSPOT ,1,2011-06-08 00:00:00,5.91,19029.0,EIRE
965754,11505,  ASSORTED COLOUR BIRD ORNAMENT ,3,12-07-2012,5.26,,United Kingdom
442962,99846,REGENCY CAKESTAND 3 TIER,5,2012-03-17 00:00:00,15.04,12469.0,Netherlands
715326,53473,PLANT POTS GARDEN SET ,1,"Feb 11, 2012",20.33,14968.0,France
451637,81979, JUMBO BAG RED RETROSPOT ,5,07-23-2011,6.75,12412.0,United Kingdom
115021,27458,PARTY BUNTING ,2,2012-02-28 00:00:00,12.11,14737.0,Belgium
822496,43948, LUNCH BAG RED RETROSPOT ,8,26/06/2011,6.5,11781.0,EIRE
832288,56489,  WHITE HANGING HEART T-LIGHT HOLDER,9,19-02-2012,7.87,11371.0,United Kingdom
200588,97688, HOME DECOR LIGHT STRING,2,"Oct 27, 2012",7.2,14786.0,United Kingdom
332409,40276, PLANT POTS GARDEN SET ,3,"Dec 02, 2011",6.41,19238.0,United Kingdom
663508,23200, HOME DECOR LIGHT STRING ,10,"Apr 30, 2011",20.35,,United Kingdom
210234,52348,LUNCH BAG RED RETROSPOT,1,10/04/2012,7.21,18090.0,EIRE
674586,75841,  PACK OF 72 RETROSPOT CAKE CASES ,4,05-20-2011,9.18,19723.0,Germany
176675,61943,  WHITE HANGING HEART T-LIGHT HOLDER ,4,07-31-2011,8.77,19700.0,EIRE
972197,95642,PACK OF 72 RETROSPOT CAKE CASES ,10,06/08/2011,8.66,12504.0,United Kingdom
296349,31584, CERAMIC TEA POT FLORAL,2,InvalidDate,12.97,19103.0,United Kingdom
989589,69784,  BIRTHDAY CARD VINTAGE DESIGN ,2,"Feb 10, 2011",7.28,19707.0,Germany
907400,93654,JUMBO BAG RED RETROSPOT ,1,"Jun 17, 2012",6.96,19831.0,United Kingdom
686789,19466, PARTY BUNTING,5,2012-11-02 00:00:00,8.82,16283.0,EIRE
177924,10981,ASSORTED COLOUR BIRD ORNAMENT ,4,18-07-2012,5.71,16502.0,United Kingdom
283683,44227, VINTAGE SNAKES & LADDERS ,3,2011-05-16 00:00:00,7.51,17372.0,United Kingdom
444543,12035,  SCENTED CANDLE GIFT PACK ,2,14/03/2011,6.11,15463.0,United Kingdom
582450,48862, LUNCH BAG RED RETROSPOT,2,"Jun 12, 2011",13.68,12136.0,Norway
751712,45139, CERAMIC TEA POT FLORAL,1,"Oct 05, 2011",4.7,17992.0,United Kingdom
466590,16940,PLANT POTS GARDEN SET ,4,2012-04-06 00:00:00,25.35,17172.0,United Kingdom
723431,53152,  ASSORTED COLOUR BIRD ORNAMENT ,5,21/05/2011,5.89,13716.0,Spain
331615,81792, LUNCH BAG RED RETROSPOT ,2,2012-08-06 00:00:00,16.29,,Belgium
631930,62275, SCENTED CANDLE GIFT PACK ,4,2011-04-23 00:00:00,14.47,,Germany
865110,12175,JUMBO BAG RED RETROSPOT ,5,2011-04-09 00:00:00,13.91,17030.0,United Kingdom
389258,53290,PACK OF 72 RETROSPOT CAKE CASES,2,2012-05-18 00:00:00,8.06,10207.0,Spain
296936,73332, SCENTED CANDLE GIFT PACK,11,10-28-2012,6.46,,Portugal
495135,59282,PLANT POTS GARDEN SET,1,2012-03-01 00:00:00,13.92,17369.0,United Kingdom
316194,49492,  REGENCY CAKESTAND 3 TIER ,1,30-01-2011,3.14,11416.0,United Kingdom
783524,66967, PACK OF 72 RETROSPOT CAKE CASES ,1,"Mar 07, 2012",8.11,13921.0,United Kingdom
802121,17867,LUNCH BAG RED RETROSPOT ,5,12-08-2011,7.87,,Switzerland
572032,37685,  HOME DECOR LIGHT STRING ,1,21/01/2012,11.46,14443.0,United Kingdom
425063,18967,  SET OF 3 CAKE TINS PANTRY DESIGN ,8,"Mar 19, 2011",12.36,,United Kingdom
963548,64913, PARTY BUNTING ,-7,05/05/2012,10.14,19761.0,Germany
801517,27184,  VINTAGE SNAKES & LADDERS ,4,23/09/2012,7.03,17037.0,Germany
160653,17814, ASSORTED COLOUR BIRD ORNAMENT ,1,22-11-2012,10.22,18857.0,United Kingdom
234607,46784,  PARTY BUNTING ,8,09-02-2012,8.14,,Norway
212333,79217,ASSORTED COLOUR BIRD ORNAMENT,2,2010-12-29 00:00:00,4.93,,Switzerland
776067,22644, REGENCY CAKESTAND 3 TIER ,1,14-05-2011,15.13,13447.0,United Kingdom
732529,47282,LUNCH BAG RED RETROSPOT ,4,2011-03-28 00:00:00,18.0,11512.0,United Kingdom
651872,72898,  SCENTED CANDLE GIFT PACK ,1,24/11/2011,16.16,13683.0,United Kingdom
429064,13851,BIRTHDAY CARD VINTAGE DESIGN,1,2011-05-12 00:00:00,11.96,10805.0,United Kingdom
306724,47930,  PACK OF 72 RETROSPOT CAKE CASES,4,06-15-2012,30.63,10831.0,United Kingdom
758772,43872,WOODEN PICTURE FRAME WHITE FINISH,2,"Jan 30, 2011",11.5,,United Kingdom
614031,47403, SCENTED CANDLE GIFT PACK,-1,2011-11-11 00:00:00,3.88,17328.0,Netherlands
692520,72175,CERAMIC TEA POT FLORAL ,1,19-10-2012,6.97,,United Kingdom
518161,12118,  PLANT POTS GARDEN SET,-2,10-10-2012,14.75,18513.0,United Kingdom
466042,24751,  PLANT POTS GARDEN SET ,1,23-10-2012,9.9,18008.0,United Kingdom
844700,27167, CERAMIC TEA POT FLORAL ,-8,11/04/2012,6.65,,United Kingdom
718943,33533, BIRTHDAY CARD VINTAGE DESIGN ,6,29/05/2011,15.28,10471.0,United Kingdom
184294,89587,  PACK OF 72 RETROSPOT CAKE CASES,9,"Mar 05, 2011",4.82,11142.0,United Kingdom
446300,71109, WOODEN PICTURE FRAME WHITE FINISH ,2,"Sep 05, 2012",13.45,12877.0,United Kingdom
844854,65535,  WOODEN PICTURE FRAME WHITE FINISH,6,2011-10-12 00:00:00,11.6,13852.0,United Kingdom
458349,33395,  LUNCH BAG RED RETROSPOT ,2,09-30-2012,5.86,17967.0,Spain
791572,37190, SCENTED CANDLE GIFT PACK ,1,"Feb 12, 2011",8.46,19595.0,United Kingdom
182867,91985, RETRO COFFEE MUG SET ,6,07-31-2012,5.13,17174.0,United Kingdom
267466,50565,  HOME DECOR LIGHT STRING,2,08/07/2011,9.54,15202.0,United Kingdom
C471178,12379,PLANT POTS GARDEN SET ,3,"Dec 05, 2011",9.15,11179.0,United Kingdom
891043,45342,REGENCY CAKESTAND 3 TIER,7,26/07/2012,9.98,10733.0,United Kingdom
455734,49244,HOME DECOR LIGHT STRING ,21,05/01/2012,6.55,15613.0,United Kingdom
C394366,67033,  ASSORTED COLOUR BIRD ORNAMENT ,3,"Jun 12, 2011",5.85,19127.0,United Kingdom
174280,83398,  SET OF 3 CAKE TINS PANTRY DESIGN,-5,2012-09-16 00:00:00,8.19,19708.0,United Kingdom
C527499,91288, PACK OF 72 RETROSPOT CAKE CASES ,3,09/05/2012,10.12,12270.0,United Kingdom
850909,85422, RETRO COFFEE MUG SET ,-1,30-10-2012,18.11,,United Kingdom
660591,26925,  RETRO COFFEE MUG SET,3,"Mar 24, 2011",8.95,14255.0,United Kingdom
367439,80320,  SCENTED CANDLE GIFT PACK,4,2012-07-20 00:00:00,11.45,13817.0,United Kingdom
535413,75994,PARTY BUNTING,1,14/09/2011,9.46,,United Kingdom
169634,78172, PARTY BUNTING ,1,"Jul 03, 2012",8.87,16292.0,United Kingdom
675862,53888, BIRTHDAY CARD VINTAGE DESIGN ,3,05/05/2011,20.29,13411.0,United Kingdom
736972,22907,WOODEN PICTURE FRAME WHITE FINISH,2,"Nov 18, 2011",6.6,,France
710278,93984,SET OF 3 CAKE TINS PANTRY DESIGN,2,2012-09-28 00:00:00,11.11,,United Kingdom
234042,34003,REGENCY CAKESTAND 3 TIER,4,07-27-2012,6.46,13147.0,United Kingdom
844027,31529, JUMBO BAG RED RETROSPOT ,2,"Jul 08, 2012",6.16,14781.0,United Kingdom
147850,66630,  SCENTED CANDLE GIFT PACK,4,05-02-2011,10.03,15826.0,United Kingdom
482605,48892,WHITE HANGING HEART T-LIGHT HOLDER ,11,04/02/2011,1.51,19435.0,EIRE
331329,51730,RETRO COFFEE MUG SET,2,08-13-2011,4.03,13559.0,United Kingdom
C847465,58481, WOODEN PICTURE FRAME WHITE FINISH,3,27-12-2011,8.69,12481.0,United Kingdom
230334,88183,REGENCY CAKESTAND 3 TIER,1,2012-09-22 00:00:00,0.0,18986.0,Germany
139339,37097,  RETRO COFFEE MUG SET,6,07-21-2011,4.37,14640.0,United Kingdom
524190,92762,PLANT POTS GARDEN SET ,3,InvalidDate,4.15,11456.0,Spain
605180,73038,  ASSORTED COLOUR BIRD ORNAMENT,4,17-09-2012,4.88,17249.0,United Kingdom
522122,27013,ASSORTED COLOUR BIRD ORNAMENT ,1,04-04-2012,8.4,11625.0,United Kingdom
166697,38368, PACK OF 72 RETROSPOT CAKE CASES,5,"Jul 02, 2012",9.02,17945.0,United Kingdom
752329,19643,  PLANT POTS GARDEN SET ,2,25-12-2010,6.33,18741.0,United Kingdom
218371,96209,PLANT POTS GARDEN SET ,4,18/08/2012,11.9,10260.0,Japan
663013,30927,WHITE HANGING HEART T-LIGHT HOLDER,6,2012-05-19 00:00:00,5.92,11365.0,United Kingdom
481856,62168,RETRO COFFEE MUG SET,3,17-12-2010,19.24,13911.0,United Kingdom
